사고다발지FID,사고다발지ID,법정동코드,지점코드,시도시군구명,지점명,발생건수,사상자수,사망자수,중상자수,경상자수,부상신고자수,경도,위도,다발지역폴리곤
6467431,2018074,11290136,11290001,서울특별시 성북구1,서울특별시 성북구 하월곡동(내부순환로정릉길램프 인근),58,81,1,11,64,5,127.0261522,37.60402609,"{""type"":""Polygon"",""coordinates"":[[[127.027499645512,37.604026092631],[127.027473754198,37.6038178273593],[127.027397075243,37.6036175650553],[127.027272555378,37.6034330017815],[127.02710497983,37.6032712303424],[127.026900788434,37.6031384676906],[127.02666782815,37.6030398159871],[127.026415051513,37.602979066503],[127.026152172586,37.6029585539013],[127.025889293659,37.602979066503],[127.025636517022,37.6030398159871],[127.025403556738,37.6031384676906],[127.025199365342,37.6032712303424],[127.025031789794,37.6034330017815],[127.024907269929,37.6036175650553],[127.024830590974,37.6038178273593],[127.02480469966,37.604026092631],[127.024830590974,37.6042343573196],[127.024907269929,37.6044346179632],[127.025031789794,37.604619178752],[127.025199365342,37.6047809472597],[127.025403556738,37.6049137069802],[127.025636517022,37.6050123561987],[127.025889293659,37.6050731040224],[127.026152172586,37.605093616041],[127.026415051513,37.6050731040224],[127.02666782815,37.6050123561987],[127.026900788434,37.6049137069802],[127.02710497983,37.6047809472597],[127.027272555378,37.604619178752],[127.027397075243,37.6044346179632],[127.027473754198,37.6042343573196],[127.027499645512,37.604026092631]]]}"
6467432,2018074,11290136,11290002,서울특별시 성북구2,서울특별시 성북구 하월곡동(종암사거리 인근),54,91,0,17,72,2,127.0322053,37.60337979,"{""type"":""Polygon"",""coordinates"":[[[127.033552751078,37.6033797939432],[127.033526859764,37.6031715268621],[127.033450180809,37.6029712628182],[127.033325660944,37.6027866979409],[127.033158085396,37.6026249250964],[127.032953894,37.6024921612912],[127.032720933716,37.6023935087306],[127.032468157079,37.6023327587187],[127.032205278152,37.6023122459388],[127.031942399225,37.6023327587187],[127.031689622588,37.6023935087306],[127.031456662304,37.6024921612912],[127.031252470908,37.6026249250964],[127.03108489536,37.6027866979409],[127.030960375495,37.6029712628182],[127.03088369654,37.6031715268621],[127.030857805226,37.6033797939432],[127.03088369654,37.6035880604412],[127.030960375495,37.6037883228247],[127.03108489536,37.6039728852169],[127.031252470908,37.6041346551301],[127.031456662304,37.604267416004],[127.031689622588,37.6043660660796],[127.031942399225,37.6044268144311],[127.032205278152,37.6044473266279],[127.032468157079,37.6044268144311],[127.032720933716,37.6043660660796],[127.032953894,37.604267416004],[127.033158085396,37.6041346551301],[127.033325660944,37.6039728852169],[127.033450180809,37.6037883228247],[127.033526859764,37.6035880604412],[127.033552751078,37.6033797939432]]]}"
6467433,2018074,11290133,11290003,서울특별시 성북구3,서울특별시 성북구 정릉동(실과바늘 인근),45,57,0,11,44,2,127.0163587,37.59335782,"{""type"":""Polygon"",""coordinates"":[[[127.017706154335,37.5933578183096],[127.017680263021,37.5931495231739],[127.017603584066,37.5929492321537],[127.017479064201,37.5927646424149],[127.017311488653,37.5926028477791],[127.017107297257,37.5924700660903],[127.016874336973,37.592371400241],[127.016621560336,37.592310642046],[127.016358681409,37.5922901265029],[127.016095802482,37.592310642046],[127.015843025845,37.592371400241],[127.015610065561,37.5924700660903],[127.015405874165,37.5926028477791],[127.015238298617,37.5927646424149],[127.015113778752,37.5929492321537],[127.015037099797,37.5931495231739],[127.015011208483,37.5933578183096],[127.015037099797,37.5935661128622],[127.015113778752,37.5937664022222],[127.015238298617,37.5939509894762],[127.015405874165,37.5941127811809],[127.015610065561,37.5942455599387],[127.015843025845,37.5943442233032],[127.016095802482,37.594404979838],[127.016358681409,37.594425494798],[127.016621560336,37.594404979838],[127.016874336973,37.5943442233032],[127.017107297257,37.5942455599387],[127.017311488653,37.5941127811809],[127.017479064201,37.5939509894762],[127.017603584066,37.5937664022222],[127.017680263021,37.5935661128622],[127.017706154335,37.5933578183096]]]}"
6467485,2018074,11305103,11305001,서울특별시 강북구1,서울특별시 강북구 수유동(수유역 인근),69,82,0,18,62,2,127.0256118,37.63798265,"{""type"":""Polygon"",""coordinates"":[[[127.026959230304,37.6379826530779],[127.02693333899,37.6377744829096],[127.026856660035,37.6375743120541],[127.02673214017,37.6373898330596],[127.026564564622,37.6372281354918],[127.026360373226,37.6370954334646],[127.026127412942,37.6369968268091],[127.025874636305,37.6369361050653],[127.025611757378,37.6369156018304],[127.025348878451,37.6369361050653],[127.025096101814,37.6369968268091],[127.02486314153,37.6370954334646],[127.024658950134,37.6372281354918],[127.024491374586,37.6373898330596],[127.024366854721,37.6375743120541],[127.024290175766,37.6377744829096],[127.024264284452,37.6379826530779],[127.024290175766,37.6381908226629],[127.024366854721,37.6383909918575],[127.024491374586,37.6385754683662],[127.024658950134,37.6387371630017],[127.02486314153,37.6388698620968],[127.025096101814,37.6389684662664],[127.025348878451,37.6390291863492],[127.025611757378,37.6390496890009],[127.025874636305,37.6390291863492],[127.026127412942,37.6389684662664],[127.026360373226,37.6388698620968],[127.026564564622,37.6387371630017],[127.02673214017,37.6385754683662],[127.026856660035,37.6383909918575],[127.02693333899,37.6381908226629],[127.026959230304,37.6379826530779]]]}"
6467486,2018074,11305103,11305002,서울특별시 강북구2,서울특별시 강북구 수유동(주하이마트 인근),64,88,0,26,57,5,127.0232341,37.63528464,"{""type"":""Polygon"",""coordinates"":[[[127.024581570303,37.6352846365776],[127.024555678989,37.6350764588502],[127.024479000034,37.6348762807261],[127.024354480169,37.6346917950328],[127.024186904621,37.6345300915935],[127.023982713225,37.6343973847476],[127.023749752941,37.6342987745116],[127.023496976304,37.634238050563],[127.023234097377,37.6342175465836],[127.02297121845,37.634238050563],[127.022718441813,37.6342987745116],[127.022485481529,37.6343973847476],[127.022281290133,37.6345300915935],[127.022113714586,37.6346917950328],[127.02198919472,37.6348762807261],[127.021912515765,37.6350764588502],[127.021886624451,37.6352846365776],[127.021912515765,37.6354928137218],[127.02198919472,37.635692990185],[127.022113714586,37.6358774733925],[127.022281290133,37.6360391738996],[127.022485481529,37.6361718778134],[127.022718441813,37.6362704855637],[127.02297121845,37.6363312078514],[127.023234097377,37.6363517112475],[127.023496976304,37.6363312078514],[127.023749752941,37.6362704855637],[127.023982713225,37.6361718778134],[127.024186904621,37.6360391738996],[127.024354480169,37.6358774733925],[127.024479000034,37.635692990185],[127.024555678989,37.6354928137218],[127.024581570303,37.6352846365776]]]}"
6467487,2018074,11305103,11305003,서울특별시 강북구3,서울특별시 강북구 수유동(미아4동지구대 인근),44,86,0,13,66,7,127.0298728,37.61645297,"{""type"":""Polygon"",""coordinates"":[[[127.031220227151,37.6164529696297],[127.031194335837,37.6162447391539],[127.031117656882,37.6160445103086],[127.030993137017,37.6158599778705],[127.030825561469,37.6156982334591],[127.030621370073,37.6155654929882],[127.030388409789,37.6154668577667],[127.030135633152,37.615406118432],[127.029872754225,37.6153856092574],[127.029609875298,37.615406118432],[127.029357098661,37.6154668577667],[127.029124138377,37.6155654929882],[127.028919946981,37.6156982334591],[127.028752371433,37.6158599778705],[127.028627851568,37.6160445103086],[127.028551172613,37.6162447391539],[127.028525281299,37.6164529696297],[127.028551172613,37.6166611995223],[127.028627851568,37.616861426707],[127.028752371433,37.6170459566598],[127.028919946981,37.6172076981396],[127.029124138377,37.6173404356788],[127.029357098661,37.617439068415],[127.029609875298,37.617499806089],[127.029872754225,37.6175203146805],[127.030135633152,37.617499806089],[127.030388409789,37.617439068415],[127.030621370073,37.6173404356788],[127.030825561469,37.6172076981396],[127.030993137017,37.6170459566598],[127.031117656882,37.616861426707],[127.031194335837,37.6166611995223],[127.031220227151,37.6164529696297]]]}"
6467434,2018074,11320107,11320001,서울특별시 도봉구1,서울특별시 도봉구 창동(창동하이마트 인근),30,47,1,13,24,9,127.0524282,37.65271418,"{""type"":""Polygon"",""coordinates"":[[[127.053775678224,37.6527141822147],[127.05374978691,37.6525060533283],[127.053673107955,37.6523059221682],[127.05354858809,37.6521214797571],[127.053381012542,37.6519598142549],[127.053176821146,37.6518271385431],[127.052943860862,37.6517285514418],[127.052691084225,37.6516678417395],[127.052428205298,37.6516473425705],[127.052165326371,37.6516678417395],[127.051912549734,37.6517285514418],[127.05167958945,37.6518271385431],[127.051475398054,37.6519598142549],[127.051307822506,37.6521214797571],[127.051183302641,37.6523059221682],[127.051106623686,37.6525060533283],[127.051080732372,37.6527141822147],[127.051106623686,37.6529223105177],[127.051183302641,37.6531224400167],[127.051307822506,37.6533068799416],[127.051475398054,37.6534685425112],[127.05167958945,37.6536012152904],[127.051912549734,37.6536997999055],[127.052165326371,37.6537605079467],[127.052428205298,37.6537810065324],[127.052691084225,37.6537605079467],[127.052943860862,37.6536997999055],[127.053176821146,37.6536012152904],[127.053381012542,37.6534685425112],[127.05354858809,37.6533068799416],[127.053673107955,37.6531224400167],[127.05374978691,37.6529223105177],[127.053775678224,37.6527141822147]]]}"
6467435,2018074,11320107,11320002,서울특별시 도봉구2,서울특별시 도봉구 창동(소피아관광호텔 인근),27,41,0,8,28,5,127.0359882,37.65067236,"{""type"":""Polygon"",""coordinates"":[[[127.037335648541,37.6506723587432],[127.037309757227,37.6504642241342],[127.037233078272,37.6502640874714],[127.037108558407,37.6500796399891],[127.036940982859,37.6499179700419],[127.036736791463,37.6497852906822],[127.036503831179,37.6496867008703],[127.036251054542,37.6496259894987],[127.035988175615,37.649605489766],[127.035725296688,37.6496259894987],[127.035472520051,37.6496867008703],[127.035239559767,37.6497852906822],[127.035035368371,37.6499179700419],[127.034867792823,37.6500796399891],[127.034743272958,37.6502640874714],[127.034666594003,37.6504642241342],[127.034640702689,37.6506723587432],[127.034666594003,37.6508804927688],[127.034743272958,37.6510806277705],[127.034867792823,37.6512650727667],[127.035035368371,37.6514267397814],[127.035239559767,37.6515594162085],[127.035472520051,37.6516580035343],[127.035725296688,37.6517187132447],[127.035988175615,37.651739212394],[127.036251054542,37.6517187132447],[127.036503831179,37.6516580035343],[127.036736791463,37.6515594162085],[127.036940982859,37.6514267397814],[127.037108558407,37.6512650727667],[127.037233078272,37.6510806277705],[127.037309757227,37.6508804927688],[127.037335648541,37.6506723587432]]]}"
6467436,2018074,11320107,11320003,서울특별시 도봉구3,서울특별시 도봉구 창동(방학사거리 인근),24,35,0,6,26,3,127.0424663,37.66282159,"{""type"":""Polygon"",""coordinates"":[[[127.043813738633,37.6628215907447],[127.043787847319,37.6626134901901],[127.043711168364,37.6624133862729],[127.043586648499,37.662228968969],[127.043419072951,37.6620673254734],[127.043214881555,37.661934667822],[127.042981921271,37.6618360941407],[127.042729144634,37.6617753927024],[127.042466265707,37.6617548963238],[127.04220338678,37.6617753927024],[127.041950610143,37.6618360941407],[127.041717649859,37.661934667822],[127.041513458463,37.6620673254734],[127.041345882915,37.662228968969],[127.04122136305,37.6624133862729],[127.041144684095,37.6626134901901],[127.041118792781,37.6628215907447],[127.041144684095,37.6630296907159],[127.04122136305,37.6632297929717],[127.041345882915,37.6634142077893],[127.041513458463,37.663575848352],[127.041717649859,37.6637085030705],[127.041950610143,37.6638070742654],[127.04220338678,37.6638677740424],[127.042466265707,37.6638882698377],[127.042729144634,37.6638677740424],[127.042981921271,37.6638070742654],[127.043214881555,37.6637085030705],[127.043419072951,37.663575848352],[127.043586648499,37.6634142077893],[127.043711168364,37.6632297929717],[127.043787847319,37.6630296907159],[127.043813738633,37.6628215907447]]]}"
6467479,2018074,11350105,11350001,서울특별시 노원구1,서울특별시 노원구 상계동(노원역일반국도3호선 인근),46,62,0,6,50,6,127.0605458,37.65480049,"{""type"":""Polygon"",""coordinates"":[[[127.061893306151,37.6548004861544],[127.061867414837,37.6545923631155],[127.061790735882,37.6543922375782],[127.061666216017,37.6542078003491],[127.061498640469,37.654046139389],[127.061294449073,37.6539134674047],[127.061061488789,37.6538148830733],[127.060808712152,37.6537541750766],[127.060545833225,37.6537336764835],[127.060282954298,37.6537541750766],[127.060030177661,37.6538148830733],[127.059797217377,37.6539134674047],[127.059593025981,37.654046139389],[127.059425450433,37.6542078003491],[127.059300930568,37.6543922375782],[127.059224251613,37.6545923631155],[127.059198360299,37.6548004861544],[127.059224251613,37.6550086086099],[127.059300930568,37.655208732486],[127.059425450433,37.6553931672289],[127.059593025981,37.6555548252564],[127.059797217377,37.6556874943079],[127.060030177661,37.6557860761532],[127.060282954298,37.6558467824887],[127.060545833225,37.6558672804985],[127.060808712152,37.6558467824887],[127.061061488789,37.6557860761532],[127.061294449073,37.6556874943079],[127.061498640469,37.6555548252564],[127.061666216017,37.6553931672289],[127.061790735882,37.655208732486],[127.061867414837,37.6550086086099],[127.061893306151,37.6548004861544]]]}"
6467480,2018074,11350103,11350002,서울특별시 노원구2,서울특별시 노원구 공릉동(태릉입구 인근),32,51,0,10,40,1,127.0741699,37.6171537,"{""type"":""Polygon"",""coordinates"":[[[127.075517378644,37.6171537033816],[127.07549148733,37.6169454748682],[127.075414808375,37.6167452479098],[127.07529028851,37.6165607172108],[127.075122712962,37.6163989743236],[127.074918521566,37.6162662351037],[127.074685561282,37.6161676008117],[127.074432784645,37.6161068620495],[127.074169905718,37.6160863530681],[127.073907026791,37.6161068620495],[127.073654250154,37.6161676008117],[127.07342128987,37.6162662351037],[127.073217098474,37.6163989743236],[127.073049522926,37.6165607172108],[127.072925003061,37.6167452479098],[127.072848324106,37.6169454748682],[127.072822432792,37.6171537033816],[127.072848324106,37.6173619313118],[127.072925003061,37.6175621566095],[127.073049522926,37.6177466848233],[127.073217098474,37.6179084247788],[127.07342128987,37.618041161067],[127.073654250154,37.6181397928737],[127.073907026791,37.6182005299753],[127.074169905718,37.6182210383735],[127.074432784645,37.6182005299753],[127.074685561282,37.6181397928737],[127.074918521566,37.618041161067],[127.075122712962,37.6179084247788],[127.07529028851,37.6177466848233],[127.075414808375,37.6175621566095],[127.07549148733,37.6173619313118],[127.075517378644,37.6171537033816]]]}"
6467481,2018074,11350103,11350003,서울특별시 노원구3,서울특별시 노원구 공릉동(서울동아의원 인근),29,46,1,3,38,4,127.0782831,37.61926342,"{""type"":""Polygon"",""coordinates"":[[[127.079630524249,37.6192634247681],[127.079604632935,37.6190552021631],[127.07952795398,37.6188549808861],[127.079403434115,37.6186704554229],[127.079235858567,37.6185087171251],[127.079031667171,37.6183759816716],[127.078798706887,37.6182773501783],[127.07854593025,37.6182166131394],[127.078283051323,37.61819610474],[127.078020172396,37.6182166131394],[127.077767395759,37.6182773501783],[127.077534435475,37.6183759816716],[127.077330244079,37.6185087171251],[127.077162668531,37.6186704554229],[127.077038148666,37.6188549808861],[127.076961469711,37.6190552021631],[127.076935578397,37.6192634247681],[127.076961469711,37.6194716467899],[127.077038148666,37.6196718664063],[127.077162668531,37.619856389384],[127.077330244079,37.6200181247501],[127.077534435475,37.6201508572719],[127.077767395759,37.6202494862799],[127.078020172396,37.6203102216581],[127.078283051323,37.6203307294743],[127.07854593025,37.6203102216581],[127.078798706887,37.6202494862799],[127.079031667171,37.6201508572719],[127.079235858567,37.6200181247501],[127.079403434115,37.619856389384],[127.07952795398,37.6196718664063],[127.079604632935,37.6194716467899],[127.079630524249,37.6192634247681]]]}"
